ESPÉCIE DE DÉBITO DETALHADA,ESPÉCIE,IDADE DA DÍVIDA,SALDO INICIAL DO PROCESSO,SALDO PROCESSO,VALOR RECOLHIMENTO PROCESSO,FAIXA DE RECOLHIMENTO,TAXA DE RECOLHIMENTO,PERÍODO DA DÍVIDA,PERIODO BAIXADO,SITUAÇÃO DO SALDO,INDICADOR DE PF OU PJ,SEGMENTO CONTRIBUINTE,QTDE. ANOS DO ESGOTAMENTO,ULTIMA ARRECADACAO,RATING
5,2,1,0.0,379.81,0.0,0,0.0,0,0,0,0,10,1,0.0,2
8,0,4,936.1,1960.83,0.0,0,0.0,0,0,0,0,10,0,351.6,3
5,2,1,0.0,1873.92,0.0,0,0.0,0,0,1,0,10,0,0.0,0
5,2,1,0.0,778.44,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,1413.2,606.9,0.0,0,0.0,0,0,0,0,10,0,136.1,3
5,2,8,3034.09,4673.17,0.0,0,0.0,1,0,0,0,10,0,0.0,3
5,2,3,1887.8,613.9499999999998,0.0,0,0.0,0,0,0,0,10,0,0.0,3
6,1,13,1876.34,2705.45,622.2,2,0.3316030143790571,1,2,2,1,2,19,0.0,1
4,1,1,730.76,932.78,0.0,0,0.0,0,0,0,1,17,0,0.0,1
5,2,1,1280.18,1361.57,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,1104.05,383.49,0.0,0,0.0,0,0,0,0,10,0,1410.95,3
4,1,4,1159.8,1662.65,0.0,0,0.0,0,1,0,1,17,0,0.0,3
5,2,5,1788.25,423.43,0.0,0,0.0,0,0,0,0,10,0,0.0,3
6,1,5,4319.889999999999,7738.31,154.52,0,0.03576942931417235,0,2,2,1,2,16,0.0,3
5,2,1,0.0,421.65,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,9,6074.13,3639.88,76455.0133,1,12.58698995576321,1,1,1,1,1,0,0.0,0
9,1,1,0.0,37402.23,0.0,0,0.0,0,0,1,1,8,0,0.0,0
5,2,4,1046.9,195.0,0.0,0,0.0,0,0,0,0,10,0,210.73,3
2,1,10,1034.05,36538.04,1059.5,1,1.024611962671051,1,1,0,1,17,0,0.0,0
5,2,3,1353.21,606.87,0.0,0,0.0,0,0,0,0,10,0,0.0,3
6,1,9,3933.12,3933.37,2485.2994,1,0.6318900516638191,1,1,2,1,8,15,0.0,0
6,1,2,1450.77,1804.22,0.0,0,0.0,0,2,0,1,7,0,0.0,3
5,2,1,1280.18,1361.57,0.0,0,0.0,0,0,0,0,10,0,0.0,2
4,1,7,73180.33,82394.7,23810.637,2,0.3253693581321647,1,0,2,1,8,12,0.0,1
5,2,1,2660.76,2867.82,0.0,0,0.0,0,0,0,0,10,0,0.0,2
2,1,3,75158.73999999999,133238.55,0.0,0,0.0,0,1,0,1,17,0,2514.99,2
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,8,1326.43,1134.78,539.5329,2,0.4067556523902506,1,0,2,0,10,17,0.0,1
4,1,3,26966.71,9198.91,19573.4524,1,0.7258376123746648,0,0,1,1,13,0,32785.81,0
9,1,4,10487.92,13237.85,3097.1,2,0.2953016422703453,0,0,2,1,17,1,9459.74,1
5,2,3,794.05,364.59,0.0,0,0.0,0,0,0,0,10,0,0.0,3
4,1,3,263.88,373.29,0.0,0,0.0,0,0,0,1,17,0,0.0,3
9,1,10,2383.42,5700.2,1589.55,1,0.6669198043148082,1,1,2,1,13,19,0.0,0
4,1,1,861.59,548.72,411.85,2,0.4780115832356457,0,0,2,1,9,1,197.76,1
4,1,7,1686.85,1938.18,466.5951,2,0.2766073450514273,1,1,2,1,13,16,0.0,1
5,2,1,792.48,832.12,0.0,0,0.0,0,0,0,0,10,0,0.0,2
6,1,7,1061.84,2255.59,38.5945,0,0.0363468130791833,1,1,2,1,1,18,0.0,3
5,2,12,3331.59,5798.53,609.2,3,0.1828556334963186,1,0,1,0,10,0,0.0,0
8,0,3,3379.79,6351.81,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,1824.77,1940.53,0.0,0,0.0,0,0,0,1,10,0,751782.89,2
5,2,12,1392.46,2418.59,0.0,0,0.0,1,0,0,0,10,0,0.0,3
6,1,1,0.0,23035.6,0.0,0,0.0,0,0,1,1,13,0,0.0,0
6,1,9,7487.701999999998,13190.97,1583.31,2,0.2114547293682361,1,0,2,1,15,18,0.0,1
9,1,13,886.9100000000001,2284.38,261.12,2,0.2944154423785953,1,1,2,1,8,5,0.0,1
5,2,3,1870.33,604.84,0.0,0,0.0,0,0,0,0,10,0,0.0,3
0,1,19,43454.41,117950.49,0.0,0,0.0,1,1,0,1,17,0,2221.73,3
4,1,1,3417.84,4356.59,0.0,0,0.0,0,0,0,1,6,0,8088.0,0
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,1840.19,606.88,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,0.0,774.89,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,1878.03,605.69,0.0,0,0.0,0,0,0,0,10,0,0.0,3
4,1,3,2111.02,1488.2,1200.44,1,0.5686540155943572,0,0,2,1,7,1,2672.78,0
6,1,8,3871.21,4593.99,817.2958,2,0.2111215356438943,1,1,0,1,17,17,0.0,1
2,1,8,826.82,2200.96,0.0,0,0.0,1,1,0,1,13,19,0.0,2
9,1,21,1167.26,2608.29,538.0,2,0.4609084522728441,1,1,2,1,8,4,0.0,1
9,1,3,2428.29,1373.17,966.19,2,0.3978890494957357,0,0,2,1,17,1,3961.82,1
5,2,1,0.0,301.68,0.0,0,0.0,0,0,1,0,10,0,0.0,0
6,1,1,2637.01,2978.13,0.0,0,0.0,0,0,0,1,6,0,19040.19,0
5,2,9,1737.7,1724.08,1025.8487,1,0.5903485641940496,1,0,2,1,10,15,0.0,0
9,1,6,4367.780000000001,3237.45,2655.3889,1,0.607949324370733,0,1,1,1,13,0,402.49,0
9,1,7,36999.67999999999,23694.14,14259.0,2,0.385381711409396,1,2,1,1,17,0,53803.72,0
5,2,1,2438.14,2628.02,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,6,5378.91,5956.14,2395.18,2,0.4452909604362222,0,0,2,1,17,12,0.0,1
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,604.65,2
6,1,17,49914.11,64047.12,4296.92,3,0.08608627901008352,1,0,1,1,13,0,0.0,0
5,2,1,1026.43,1083.83,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,0.0,778.05,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,1,1076.73,1165.84,0.0,0,0.0,0,0,0,1,13,2,0.0,1
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,12408.34,2
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,0.0,2
4,1,3,14221.08,14107.92,2896.86,2,0.2037018285531057,0,0,1,1,6,0,0.0,0
5,2,3,720.06,705.4200000000001,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,4,756.39,756.6199999999999,309.89,2,0.4096960562672695,0,0,2,0,10,1,14052.66,1
4,1,4,36530.0,25171.34,14522.49,2,0.3975496851902546,0,0,1,1,14,0,5251.23,0
4,1,3,204557.09,80456.62999999999,152675.3962,1,0.746370591212458,0,0,1,1,17,0,316945.82,0
5,2,3,819.3900000000001,377.78,0.0,0,0.0,0,0,0,0,10,0,0.0,3
9,1,1,0.0,13052.41,0.0,0,0.0,0,0,1,1,17,0,0.0,0
4,1,4,43950.23,36156.97,20590.6252,2,0.4684986904505392,0,0,2,1,13,12,3734.47,1
5,2,1,0.0,423.45,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,0.0,1020.17,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,0.0,253.01,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,0.0,423.45,0.0,0,0.0,0,0,0,0,10,0,984.88,2
4,1,3,1024.21,1456.78,0.0,0,0.0,0,0,0,1,13,0,0.0,1
8,0,7,3732.69,4066.54,3003.7788,1,0.8047222780354114,1,0,2,0,10,15,0.0,0
5,2,1,0.0,1854.99,0.0,0,0.0,0,0,1,0,10,0,147.76,0
2,1,2,203766.02,123706.18,44146.43,2,0.2166525606183013,0,0,1,1,15,0,174050.43,0
6,1,28,7753.8496,19918.12,5727.2895,1,0.7386381985020706,1,1,0,1,13,4,0.0,0
6,1,5,100711.93,95067.51000000001,25848.37,2,0.2566564854829015,0,0,1,1,8,0,8111.58,0
5,2,7,4739.18,7334.52,0.0,0,0.0,1,0,0,0,10,0,0.0,3
5,2,1,1280.18,1361.57,0.0,0,0.0,0,0,0,0,10,0,0.0,2
4,1,3,119.12,163.34,0.0,0,0.0,0,0,0,1,17,0,1.92,1
5,2,11,3224.37,4557.31,1426.54,2,0.4424244115904811,1,0,2,0,10,15,6305.38,1
6,1,7,13979.67,5296.28,682.03,0,0.04878727466385115,1,1,1,1,2,0,0.0,0
9,1,13,22863.3,49483.03,13719.8,1,0.6000796035567919,1,1,2,1,13,0,0.0,0
4,1,1,8556.02,10017.89,0.0,0,0.0,0,2,0,1,17,0,0.0,3
4,1,10,14214.32,10133.98,11124.44,1,0.7826220318664558,1,1,2,1,17,18,0.0,0
5,2,3,1849.54,605.35,0.0,0,0.0,0,0,0,0,10,0,0.0,3
9,1,29,18090.2393,68930.8,0.0,0,0.0,1,1,0,1,0,0,0.0,3
6,1,7,105493.77,107411.4,6590.38,3,0.06247174596187055,1,0,1,1,12,0,439752.61,0
6,1,3,105867.98,147239.86,0.0,0,0.0,0,0,0,1,8,0,1161636.59,1
6,1,1,8990.779999999999,6847.9,1199.87,3,0.1334556067437975,0,0,1,1,17,0,34569.32,0
5,2,1,2297.63,2481.39,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,7,2498.58,2158.62,1082.1243,2,0.433095718368033,1,0,2,0,10,17,4209.5,1
2,1,19,1124.86,4662.99,0.0,0,0.0,1,1,0,1,17,0,0.0,3
5,2,3,1849.54,587.99,0.0,0,0.0,0,0,0,0,10,0,0.0,3
4,1,7,156.14,240.66,0.0,0,0.0,1,1,0,1,13,0,0.0,3
6,1,3,18354.18,25986.62,0.0,0,0.0,0,0,0,1,17,0,614.67,1
9,1,18,2154.16,7073.34,1177.06,1,0.5464125227466855,1,1,0,1,8,10,0.0,0
9,1,8,5268.559999999999,10222.08,2318.0033,2,0.4399690427744963,1,1,2,1,17,16,0.0,1
9,1,1,24289.32,25503.79,0.0,0,0.0,0,0,0,1,17,1,0.0,1
2,1,9,9118.29,22327.05,477.83,3,0.05240346600075232,1,1,2,1,8,20,0.0,1
5,2,5,1366.65,271.73,0.0,0,0.0,0,0,0,0,10,0,464.04,3
6,1,1,30204.63,29514.54,0.0,0,0.0,0,2,0,1,15,0,86026.06,1
5,2,4,3125.84,768.28,0.0,0,0.0,0,0,0,0,10,0,0.0,3
4,1,1,10018.36,6071.87,5423.77,1,0.5413830207738594,0,0,1,1,18,0,28797.31,0
4,1,12,284.4,239.89,173.55,1,0.6102320675105486,1,1,2,1,18,3,0.0,0
5,2,3,1849.54,605.67,0.0,0,0.0,0,0,0,0,10,0,2154.18,3
9,1,18,10441.9,33842.47,4842.75,2,0.4637805380246889,1,1,2,1,13,8,0.0,1
5,2,1,0.0,421.65,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,5,1571.75,296.23,0.0,0,0.0,0,0,0,0,10,0,1373.83,3
5,2,1,0.0,421.65,0.0,0,0.0,0,0,0,1,10,0,4469.84,2
4,1,1,4504.72,5602.419999999999,0.0,0,0.0,0,0,0,1,13,0,114.94,1
5,2,1,962.9,1017.08,0.0,0,0.0,0,0,0,0,10,0,0.0,2
2,1,5,2952901.83,5053594.34,0.0,0,0.0,0,1,0,1,12,0,0.0,0
9,1,1,0.0,57370.37,0.0,0,0.0,0,0,1,1,17,0,0.0,0
8,0,5,75564.26,77527.28,30467.5036,2,0.4031999201739023,0,0,1,0,10,0,0.0,0
4,1,4,25527.24,7548.98,24845.1773,1,0.9732809853317477,0,0,1,1,17,0,24565.1,0
4,1,7,1710.08,2010.75,413.8818,2,0.2420248175523952,1,2,2,1,0,18,0.0,1
6,1,13,4023.189999999999,7102.68,1105.6,2,0.2748068075333255,1,1,2,1,17,3,0.0,1
6,1,7,4776.6,8711.92,1275.9416,2,0.2671233932085584,1,2,2,1,17,12,0.0,1
6,1,1,15325.0,15998.36,0.0,0,0.0,0,0,0,1,8,0,5054.99,1
6,1,1,48880.14999999999,48305.81,2090.42,0,0.04276623537366396,0,0,2,1,7,1,52923.17,2
9,1,2,0.0,1507.51,0.0,0,0.0,0,0,1,1,12,0,0.0,0
4,1,10,1009.47,1131.36,547.17,1,0.542036910457963,1,1,2,1,8,12,0.0,0
5,2,1,0.0,774.17,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,14,11906.05,20736.96,0.0,0,0.0,1,0,0,0,10,0,0.0,3
5,2,3,1870.33,604.84,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,3,1480.12,417.15,437.41,2,0.2955233359457341,0,0,1,0,10,0,0.0,0
5,2,3,811.93,363.99,0.0,0,0.0,0,0,0,0,10,0,0.0,3
9,1,2,0.0,31561.91,0.0,0,0.0,0,0,1,1,15,0,543070.2,0
6,1,19,56017.28,95415.19,33315.92,1,0.5947436219680783,1,1,2,1,17,9,0.0,0
5,2,1,0.0,421.65,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,10,1794.69,4359.48,1685.1,1,0.9389365294284806,1,1,2,1,6,2,0.0,0
6,1,3,18322.24,14428.3,7111.63,2,0.3881419520757287,0,0,1,1,0,0,0.0,0
6,1,15,3621.080000000001,8288.76,0.0,0,0.0,1,1,0,1,0,0,0.0,3
5,2,3,1840.19,606.88,0.0,0,0.0,0,0,0,0,10,0,529.15,3
4,1,12,319.38,479.43,98.64,2,0.3088483937629157,1,1,2,1,7,20,0.0,1
2,1,2,0.0,25641.59,0.0,0,0.0,0,0,1,1,4,0,9007.41,0
9,1,1,6682.66,7248.27,24107.88,1,3.607527541428114,0,2,0,1,11,1,0.0,0
5,2,12,854.02,1363.6,0.0,0,0.0,1,0,0,0,10,0,0.0,3
9,1,1,0.0,18787.6,0.0,0,0.0,0,0,1,1,7,0,0.0,0
5,2,1,0.0,743.11,0.0,0,0.0,0,0,1,0,10,0,0.0,0
5,2,4,1022.57,189.12,0.0,0,0.0,0,0,0,0,10,0,0.0,3
4,1,3,2936.8,2082.76,1659.95,1,0.5652240533914465,0,1,2,1,17,12,0.0,0
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,0,10,0,0.0,2
9,1,10,3515.35,8952.800000000001,1464.2,2,0.4165161363733341,1,1,0,1,6,20,0.0,1
6,1,1,3766.44,3863.689999999999,108.46,0,0.02879642314758764,0,0,2,1,4,1,30420.85,0
2,1,19,17514.02,65213.45,5490.63,2,0.3134991281270662,1,1,0,1,7,11,0.0,1
5,2,3,973.4100000000001,103.51,233.94,2,0.2403303849354332,0,0,1,0,10,0,0.0,0
4,1,1,11022.14,13089.84,0.0,0,0.0,0,0,0,1,8,0,0.0,1
6,1,8,1083.9,2287.91,0.0,0,0.0,1,1,0,1,12,0,0.0,3
4,1,12,5632.55,3937.12,3817.25,1,0.6777125813352745,1,1,2,1,17,21,0.0,0
5,2,7,14256.98,21851.81,3294.88,2,0.2311064475085186,1,0,0,0,10,18,0.0,1
4,1,3,7995.17,10956.4,300.39,0,0.03757143375312845,0,1,2,1,7,15,0.0,3
9,1,3,3222.39,4209.07,67.16,0,0.02084167341631522,0,0,2,1,8,1,88123.59,1
5,2,1,0.0,773.41,0.0,0,0.0,0,0,0,1,10,0,0.0,2
4,1,3,3568.19,2480.0,1944.4931,1,0.5449522306827832,0,2,2,1,1,12,0.0,0
9,1,4,0.0,15785.32,0.0,0,0.0,0,0,1,1,17,0,0.0,0
5,2,1,814.82,855.56,0.0,0,0.0,0,0,0,0,10,0,0.0,2
4,1,10,10022.59,3871.15,10253.24,1,1.023013013602272,1,0,2,1,17,18,0.0,0
5,2,1,0.0,421.65,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,1,0.0,467.64,0.0,0,0.0,0,0,1,0,10,0,0.0,0
5,2,12,2499.84,4231.55,0.0,0,0.0,1,0,0,0,10,0,0.0,3
6,1,1,2617.52,2837.4,0.0,0,0.0,0,0,0,1,17,0,0.0,1
5,2,3,1849.54,605.36,0.0,0,0.0,0,0,0,0,10,0,0.0,3
4,1,12,662.32,1323.08,0.0,0,0.0,1,1,0,1,6,0,0.0,3
5,2,3,4529.74,4468.48,0.0,0,0.0,0,0,0,1,10,0,377294.55,0
6,1,5,459.83,795.69,0.0,0,0.0,0,0,0,1,8,0,0.0,3
5,2,1,0.0,423.76,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,4,4086.1,718.31,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,4,1156.66,275.25,0.0,0,0.0,0,0,0,0,10,0,0.0,3
9,1,1,0.0,78125.5,0.0,0,0.0,0,0,1,1,1,0,449521.01,0
9,1,11,17074.8,33900.12,7706.41,2,0.4513323728535619,1,1,2,1,0,19,0.0,1
9,1,7,77514.23999999999,126106.3,53180.833,1,0.6860782354313221,1,2,1,1,17,0,22424.18,0
9,1,3,35082.24,28210.14,1765.89,3,0.05033572542688267,0,0,1,1,13,0,109484.52,0
6,1,1,225235.1,213228.92,22748.08,3,0.1009970470854676,0,0,1,1,6,0,312326.58,0
6,1,1,9193.92,10130.91,0.0,0,0.0,0,0,0,1,17,1,11510.85,1
5,2,4,449.33,221.32,0.0,0,0.0,0,0,0,0,10,0,0.0,3
5,2,1,0.0,423.76,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,4,1040.39,1125.86,0.0,0,0.0,0,0,0,0,10,0,235.54,3
5,2,1,0.0,778.05,0.0,0,0.0,0,0,0,0,10,0,0.0,2
6,1,2,21390.42,23806.88,0.0,0,0.0,0,0,0,1,8,0,28190.23,1
5,2,1,778.05,816.9599999999999,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,4,1381.67,1581.96,0.0,0,0.0,0,1,0,1,6,0,0.0,3
11,3,4,5094.08,2341.36,5226.42,1,1.025979175827627,0,0,2,0,10,2,3755.71,0
4,1,1,492.37,592.06,0.0,0,0.0,0,0,0,1,17,0,0.0,3
4,1,3,1208.97,1712.02,0.0,0,0.0,0,1,0,1,12,0,0.0,3
5,2,1,0.0,421.65,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,3,1849.54,605.75,0.0,0,0.0,0,0,0,0,10,0,0.0,3
4,1,4,172.84,249.05,0.0,0,0.0,0,1,0,1,17,0,0.0,3
5,2,1,1281.66,1353.44,0.0,0,0.0,0,0,0,0,10,0,1589.05,2
2,1,7,3735.16,9949.61,214.87,3,0.05752631748037568,1,2,0,1,15,18,0.0,2
5,2,1,0.0,1834.75,0.0,0,0.0,0,0,0,0,10,0,0.0,2
5,2,9,1702.49,2352.75,451.3959,2,0.265138649859911,1,0,2,0,10,17,0.0,1
9,1,7,707.39,866.03,157.9428,2,0.2232754209134989,1,2,1,1,17,0,0.0,0
2,1,3,22657.08,15858.76,16677.08,1,0.7360648415418051,0,0,1,1,8,0,7755.76,0
5,2,3,1849.54,605.67,0.0,0,0.0,0,0,0,0,10,0,758.6,3
6,1,7,388.13,404.11,244.0341,1,0.6287432045963981,1,0,2,1,17,16,4486.04,0
6,1,2,815.86,863.22,0.0,0,0.0,0,0,0,1,15,0,5232.36,0
6,1,2,2366.1,2633.27,0.0,0,0.0,0,0,0,1,13,0,0.0,1
6,1,6,878.99,1153.04,361.4082,2,0.4111630393974903,0,1,2,1,17,16,0.0,1
5,2,11,1458.92,1190.84,594.07,2,0.4071984755846791,1,2,2,1,7,15,1809.31,1
5,2,1,1691.52,1798.68,0.0,0,0.0,0,0,0,1,10,0,226349.49,2
4,1,3,841.51,925.23,204.07,2,0.24250454540053,0,2,2,1,7,12,0.0,1
5,2,1,1272.45,1353.43,0.0,0,0.0,0,0,0,0,10,0,0.0,2
4,1,1,2890.29,3685.06,0.0,0,0.0,0,0,0,1,18,0,0.0,1
9,1,11,3504.58,7105.58,723.87,2,0.2065497149444441,1,1,2,1,17,19,0.0,1
9,1,18,1603.51,4522.22,1632.15,1,1.017860817830884,1,1,2,1,17,17,0.0,0
